,subject,depth,linear,peak_upper,deriv_upper,peak_deep,deriv_deep,event_type,response
23,1,3,0.8421052631578947,0.18974962073008145,3.658434741717622e-31,0.371182180777932,2.724595794762845e-26,medium,-0.5924368678643688
24,1,4,0.7894736842105263,0.7580481975148242,5.449191589606794e-26,0.40512518963495925,1.3400658030983542e-21,medium,-0.3795523964798661
25,1,5,0.7368421052631579,1.0,2.680131606562552e-21,-0.1612228012807434,2.1763936221812155e-17,medium,0.1626699715885879
26,1,6,0.6842105263157895,0.4356025949533374,4.352787249811623e-17,-0.46867160120514767,1.167175165140125e-13,medium,0.57116694689442
27,1,7,0.631578947368421,0.06265679758970469,2.3343503570815663e-13,-0.21631329651426595,2.0669114597562207e-10,medium,0.6871178385191385
28,1,8,0.5789473684210527,0.0029760019248055093,4.1338233547911664e-10,-0.03130506123185124,1.2086335705923708e-07,medium,0.7642162226658856
29,1,9,0.5263157894736842,4.6675126002199454e-05,2.4172694755350985e-07,-0.0014878800989289779,2.3337356309931786e-05,medium,0.532294241685545
30,1,10,0.47368421052631576,2.41726947553512e-07,4.667512600219905e-05,-2.333735630993199e-05,0.0014878800989289692,medium,0.3523015642167886
31,1,11,0.42105263157894735,4.133823354791225e-10,0.002976001924805492,-1.2086335705923816e-07,0.03130506123185125,medium,0.3640618694265002
32,1,12,0.3684210526315789,2.3343503570815663e-13,0.0626567975897047,-2.06691145975625e-10,0.21631329651426598,medium,0.4983592527953287
33,1,13,0.3157894736842105,4.352787249811622e-17,0.4356025949533375,-1.167175165140125e-13,0.46867160120514767,medium,0.5705953080845991
34,1,14,0.2631578947368421,2.6801316065625515e-21,1.0,-2.1763936221812152e-17,0.16122280128074365,medium,0.1350405020782348
35,1,15,0.21052631578947367,5.44919158960687e-26,0.7580481975148248,-1.340065803098354e-21,-0.40512518963495914,medium,-0.3913435520751805
36,1,16,0.15789473684210525,3.658434741717621e-31,0.18974962073008178,-2.724595794762883e-26,-0.3711821807779323,medium,-0.575377358569453
37,1,17,0.10526315789473684,8.110466321051618e-37,0.015683835958960154,-1.829217370855842e-31,-0.09466077726194484,medium,-0.065636132158162
38,1,18,0.05263157894736842,5.9372264768159415e-43,0.0004280662061921046,-4.055233160525092e-37,-0.007839989003240847,medium,0.4337647643917485
39,1,19,0.0,1.4351876331745702e-49,3.857952478459091e-06,-5.937225041628308e-43,-0.0004242082537136455,medium,0.1692098988928062
40,1,0,1.0,3.85795247845909e-06,1.4351876331745704e-49,0.0004242082537136424,5.937225041628139e-43,large,0.5547507790925174
41,1,1,0.9473684210526315,0.0004280662061921015,5.937226476815773e-43,0.007839989003240847,4.0552331605250924e-37,large,0.2592091614773885
42,1,2,0.8947368421052632,0.015683835958960154,8.11046632105162e-37,0.09466077726194468,1.8292173708558423e-31,large,1.0688593592164637
43,1,3,0.8421052631578947,0.18974962073008145,3.658434741717622e-31,0.371182180777932,2.724595794762845e-26,large,1.7663906506077238
44,1,4,0.7894736842105263,0.7580481975148242,5.449191589606794e-26,0.40512518963495925,1.3400658030983542e-21,large,1.3705079197376795
45,1,5,0.7368421052631579,1.0,2.680131606562552e-21,-0.1612228012807434,2.1763936221812155e-17,large,0.6535473089212094
46,1,6,0.6842105263157895,0.4356025949533374,4.352787249811623e-17,-0.46867160120514767,1.167175165140125e-13,large,0.0133003117865435
47,1,7,0.631578947368421,0.06265679758970469,2.3343503570815663e-13,-0.21631329651426595,2.0669114597562207e-10,large,-0.3737602066928978
48,1,8,0.5789473684210527,0.0029760019248055093,4.1338233547911664e-10,-0.03130506123185124,1.2086335705923708e-07,large,-0.682583102493747
49,1,9,0.5263157894736842,4.6675126002199454e-05,2.4172694755350985e-07,-0.0014878800989289779,2.3337356309931786e-05,large,-0.7242940350030731
50,1,10,0.47368421052631576,2.41726947553512e-07,4.667512600219905e-05,-2.333735630993199e-05,0.0014878800989289692,large,-0.7992659218681312
51,1,11,0.42105263157894735,4.133823354791225e-10,0.002976001924805492,-1.2086335705923816e-07,0.03130506123185125,large,-0.7704694805214893
52,1,12,0.3684210526315789,2.3343503570815663e-13,0.0626567975897047,-2.06691145975625e-10,0.21631329651426598,large,-0.1340384313161837
53,1,13,0.3157894736842105,4.352787249811622e-17,0.4356025949533375,-1.167175165140125e-13,0.46867160120514767,large,0.5959030071586822
54,1,14,0.2631578947368421,2.6801316065625515e-21,1.0,-2.1763936221812152e-17,0.16122280128074365,large,0.7409046734883113
55,1,15,0.21052631578947367,5.44919158960687e-26,0.7580481975148248,-1.340065803098354e-21,-0.40512518963495914,large,0.6774802627458125
56,1,16,0.15789473684210525,3.658434741717621e-31,0.18974962073008178,-2.724595794762883e-26,-0.3711821807779323,large,0.3937421092106328
57,1,17,0.10526315789473684,8.110466321051618e-37,0.015683835958960154,-1.829217370855842e-31,-0.09466077726194484,large,-0.5266395771637039
58,1,18,0.05263157894736842,5.9372264768159415e-43,0.0004280662061921046,-4.055233160525092e-37,-0.007839989003240847,large,-1.4831995735907977
59,1,19,0.0,1.4351876331745702e-49,3.857952478459091e-06,-5.937225041628308e-43,-0.0004242082537136455,large,-1.0430060590499568
0,2,0,1.0,3.85795247845909e-06,1.4351876331745704e-49,0.0004242082537136424,5.937225041628139e-43,center,2.500303959788046
1,2,1,0.9473684210526315,0.0004280662061921015,5.937226476815773e-43,0.007839989003240847,4.0552331605250924e-37,center,2.677791272635871
2,2,2,0.8947368421052632,0.015683835958960154,8.11046632105162e-37,0.09466077726194468,1.8292173708558423e-31,center,2.157537277978107
3,2,3,0.8421052631578947,0.18974962073008145,3.658434741717622e-31,0.371182180777932,2.724595794762845e-26,center,1.7890425076188503
4,2,4,0.7894736842105263,0.7580481975148242,5.449191589606794e-26,0.40512518963495925,1.3400658030983542e-21,center,1.707959858812132
5,2,5,0.7368421052631579,1.0,2.680131606562552e-21,-0.1612228012807434,2.1763936221812155e-17,center,1.7068598915196134
6,2,6,0.6842105263157895,0.4356025949533374,4.352787249811623e-17,-0.46867160120514767,1.167175165140125e-13,center,1.6646014263460114
7,2,7,0.631578947368421,0.06265679758970469,2.3343503570815663e-13,-0.21631329651426595,2.0669114597562207e-10,center,1.4535375276188385
8,2,8,0.5789473684210527,0.0029760019248055093,4.1338233547911664e-10,-0.03130506123185124,1.2086335705923708e-07,center,1.3220546101380686
9,2,9,0.5263157894736842,4.6675126002199454e-05,2.4172694755350985e-07,-0.0014878800989289779,2.3337356309931786e-05,center,1.3145906114363528
10,2,10,0.47368421052631576,2.41726947553512e-07,4.667512600219905e-05,-2.333735630993199e-05,0.0014878800989289692,center,1.240549655194634
11,2,11,0.42105263157894735,4.133823354791225e-10,0.002976001924805492,-1.2086335705923816e-07,0.03130506123185125,center,1.0757135776079818
12,2,12,0.3684210526315789,2.3343503570815663e-13,0.0626567975897047,-2.06691145975625e-10,0.21631329651426598,center,0.8711394470037137
13,2,13,0.3157894736842105,4.352787249811622e-17,0.4356025949533375,-1.167175165140125e-13,0.46867160120514767,center,0.7372450712660283
14,2,14,0.2631578947368421,2.6801316065625515e-21,1.0,-2.1763936221812152e-17,0.16122280128074365,center,0.6160340588358589
15,2,15,0.21052631578947367,5.44919158960687e-26,0.7580481975148248,-1.340065803098354e-21,-0.40512518963495914,center,0.4910242102997562
16,2,16,0.15789473684210525,3.658434741717621e-31,0.18974962073008178,-2.724595794762883e-26,-0.3711821807779323,center,0.3625491643055354
17,2,17,0.10526315789473684,8.110466321051618e-37,0.015683835958960154,-1.829217370855842e-31,-0.09466077726194484,center,0.321985762735639
18,2,18,0.05263157894736842,5.9372264768159415e-43,0.0004280662061921046,-4.055233160525092e-37,-0.007839989003240847,center,0.3525756946449663
19,2,19,0.0,1.4351876331745702e-49,3.857952478459091e-06,-5.937225041628308e-43,-0.0004242082537136455,center,0.347527660591392
20,2,0,1.0,3.85795247845909e-06,1.4351876331745704e-49,0.0004242082537136424,5.937225041628139e-43,medium,0.3112098277187771
21,2,1,0.9473684210526315,0.0004280662061921015,5.937226476815773e-43,0.007839989003240847,4.0552331605250924e-37,medium,0.4238619603557819
22,2,2,0.8947368421052632,0.015683835958960154,8.11046632105162e-37,0.09466077726194468,1.8292173708558423e-31,medium,0.2140254077833482
23,2,3,0.8421052631578947,0.18974962073008145,3.658434741717622e-31,0.371182180777932,2.724595794762845e-26,medium,-0.028539071916817
24,2,4,0.7894736842105263,0.7580481975148242,5.449191589606794e-26,0.40512518963495925,1.3400658030983542e-21,medium,-0.1029353793167222
25,2,5,0.7368421052631579,1.0,2.680131606562552e-21,-0.1612228012807434,2.1763936221812155e-17,medium,-0.092485211592298
26,2,6,0.6842105263157895,0.4356025949533374,4.352787249811623e-17,-0.46867160120514767,1.167175165140125e-13,medium,-0.105926669324412
27,2,7,0.631578947368421,0.06265679758970469,2.3343503570815663e-13,-0.21631329651426595,2.0669114597562207e-10,medium,-0.0824133600904216
28,2,8,0.5789473684210527,0.0029760019248055093,4.1338233547911664e-10,-0.03130506123185124,1.2086335705923708e-07,medium,-0.0977525450422732
29,2,9,0.5263157894736842,4.6675126002199454e-05,2.4172694755350985e-07,-0.0014878800989289779,2.3337356309931786e-05,medium,-0.0291399501430929
30,2,10,0.47368421052631576,2.41726947553512e-07,4.667512600219905e-05,-2.333735630993199e-05,0.0014878800989289692,medium,0.222392479923407
31,2,11,0.42105263157894735,4.133823354791225e-10,0.002976001924805492,-1.2086335705923816e-07,0.03130506123185125,medium,0.5387122390190815
32,2,12,0.3684210526315789,2.3343503570815663e-13,0.0626567975897047,-2.06691145975625e-10,0.21631329651426598,medium,0.5966710191000784
