event_type,method,preproc,model,model_ix,0,1,2,3,4,5,6,7,8,9,10
"medium
annulus",zscore,corr,linear,0,0.08274082923113783,0.6128562577302296,0.3311098347779217,0.27059124646688903,0.7710039291998071,-0.09574613048043636,0.8989927835611073,0.4892686744375145,-0.28154868808752187,0.006470679414206176,0.834698058779256
"medium
annulus",zscore,corr,linear,0,0.3273436553321521,-0.7361358636208484,-0.2745851372573343,-0.09016840114937043,-1.008164937882079,0.5854857342565414,-1.2604896451210326,-0.49024978135781494,0.8864384296708854,0.4425777769163131,-1.1245963041277605
"medium
annulus",zscore,corr,camel,1,0.20599837752285333,0.7291250981038166,0.3806426232773595,0.26233032317693644,0.641395415570018,-0.2556459637311327,0.9297279591211726,0.42856944635175115,-0.3913257932664064,-0.07827540231853519,0.8955470993870919
"medium
annulus",zscore,corr,camel,1,0.32734365533215204,-0.7361358636208484,-0.2745851372573344,-0.09016840114937061,-1.0081649378820785,0.5854857342565415,-1.2604896451210328,-0.49024978135781505,0.886438429670886,0.44257777691631306,-1.12459630412776
"medium
annulus",zscore,corr,camel,1,-0.4999908882975952,-0.4716413849327587,-0.2009284077521712,0.03351021037775567,0.5257534062524006,0.6486293194509911,-0.12467640272942454,0.24622476586790176,0.4453078378877512,0.3437701728823203,-0.2468324762842391
"medium
annulus",zscore,corr,camel_deriv,2,0.17839526559922889,0.674245799069541,0.4609272506977973,0.6375673227619335,0.5877737087373122,-0.3761192748817366,1.094946165541654,0.7008643075431896,-0.3674861301707013,-0.17491730130840383,0.7761448327477887
"medium
annulus",zscore,corr,camel_deriv,2,0.3826392238703096,-0.6263624995099105,-0.43519425788746,-0.8406161035084898,-0.9008550727210628,0.826464031528207,-1.590934458749155,-1.0348238059753476,0.8387644704494601,0.6359523389023714,-0.8857718042014877
"medium
annulus",zscore,corr,camel_deriv,2,-0.5890344538705707,-0.8191517560046936,-0.09104972044718639,1.1303519613877082,0.3028195604316315,0.4997252345061107,0.2971790827588581,1.1630886120816821,0.4868588736242536,-0.06099498814678042,-0.7358374567790884
"medium
annulus",zscore,corr,camel_deriv,2,-0.4110693766055043,-0.1241511857676304,-0.31075263435845113,-1.0633674647345637,0.7485964726116638,0.7974901331837618,-0.5465204118930962,-0.6706605250804448,0.40374947032762876,0.7484113411021849,0.24214522775118935
"medium
annulus",zscore,corr,camel_deriv,2,-1.3926304579402446,0.6355291730492155,1.2526761133221382,-0.30163338053434285,-0.7614765963874512,-1.5070653411680224,0.47548604758550833,-0.7388988401053226,0.05546687480874188,-0.8961740488356307,0.3088801166907172
"medium
annulus",zscore,corr,camel_deriv,2,1.4528488663645271,1.1058029843542332,-0.01698275397513801,0.5358761667999933,1.3548926572131945,-0.49827038515237904,0.20793499419620218,-0.23895120728585195,0.22639591344623133,1.994508103065992,0.9447845283824249
"large
annulus",zscore,corr,linear,0,-0.46652764081495346,0.44361192632394225,0.45775925679500357,-0.2807218946323883,-0.2369499526404025,-0.3225848160336517,0.12271789943588428,-0.2205701818439628,0.054876624598070016,-0.3578746457655976,-0.6470923863946959
"large
annulus",zscore,corr,linear,0,1.1726593454884837,-0.6462884526877332,-0.7569228289122579,0.7603710600861286,0.6988137174014813,0.8228842501726378,-0.08226515897846087,0.6294014870624629,0.10570203755980367,0.8611732508981014,1.5257072170360753
"large
annulus",zscore,corr,camel,1,-0.6959065331605016,0.3907396838920682,0.29427313059862303,-0.30596590964291065,-0.4630498480208784,-0.2720904675135769,-0.0890527599571559,-0.4393945255258633,-0.14771996169833404,-0.21751832288274292,-0.7788233242646599
"large
annulus",zscore,corr,camel,1,1.1726593454884837,-0.6462884526877326,-0.7569228289122578,0.7603710600861283,0.6988137174014812,0.8228842501726376,-0.08226515897846076,0.6294014870624632,0.10570203755980395,0.8611732508981013,1.5257072170360746
"large
annulus",zscore,corr,camel,1,0.9304692307292765,0.21447481169455723,0.6631770191291008,0.10240165948649904,0.9171680688287379,-0.2048289497922573,0.8590419132359977,0.887654991479377,0.8218275355328309,-0.5693516018207168,0.5343629623882891
"large
annulus",zscore,corr,camel_deriv,2,-0.7465547475062474,0.2903170379639065,0.11055308197896263,-0.28321564644229064,-0.39820476823243495,-0.32566242675891394,0.11851585999041298,-0.37514838101540254,-0.04457919237860043,-0.11340845490972654,-0.8529249840718426
"large
annulus",zscore,corr,camel_deriv,2,1.2739008026635112,-0.44547269642706144,-0.3894843912855407,0.7147979888226077,0.5690651078308872,0.9299738407393126,-0.49738648750506986,0.5008968917591246,-0.10060664612579476,0.6528940244948114,1.6738909301336455
"large
annulus",zscore,corr,camel_deriv,2,0.6411655331314688,-0.21522363436236636,0.07291515475364517,0.28012907903426804,0.9781062444670738,-0.2232614312523831,1.4261741306836844,0.8884271267143018,1.1472453001361533,-0.17509218811402866,0.18945301465044123
"large
annulus",zscore,corr,camel_deriv,2,1.2198480249764119,0.644213606361307,1.2534411507031653,-0.07522665644481946,0.8563097417913322,-0.18632225089517956,0.29188795925019845,0.8868996678704479,0.49644685380699627,-0.9635297455480695,0.8792996946103759
"large
annulus",zscore,corr,camel_deriv,2,1.5305255119032315,1.0854435305006036,0.22163851338365387,0.6351788691109397,1.5620575617882344,0.1931856108909333,-0.0006327837647404408,1.103843633733706,0.3512306694628645,0.5536506878947107,0.8982028119667876
"large
annulus",zscore,corr,camel_deriv,2,-0.2202255616213399,0.14478409227351619,0.16878262119989523,-1.6752539456938722,-0.29947720772903347,-1.5370681165456574,0.5061177540691971,0.7119090730798114,-0.5132937554286154,-1.3410211095860742,0.27376796761940014
center,norm,corr,linear,0,-0.46406426524043043,0.0931784889435177,0.19702298552110678,0.47413258361711097,-0.708024911234108,0.14716941459313007,0.0022306044933073036,-0.8372438684672319,1.0833140920229043,0.11010302448275455,-0.4121700616512261
center,norm,corr,linear,0,3.3991908551186,2.284705346750704,2.077016353595526,1.522797157403518,3.887112147105957,2.1767234954514794,2.4666011156511254,4.145550061572204,0.30443414059193025,2.25085627567223,3.2954024479401927
center,norm,corr,camel,1,-0.43482775884948416,0.13995492228758633,0.28074258933214497,0.7597360410846546,-0.7234870812710904,0.24768788187974,0.06518509291889026,-0.818603078895031,1.2340079918988243,0.19241373118668034,-0.4000150655608467
center,norm,corr,camel,1,3.3991908551185994,2.2847053467507035,2.077016353595525,1.522797157403517,3.8871121471059573,2.176723495451479,2.4666011156511263,4.145550061572204,0.30443414059193,2.2508562756722306,3.2954024479401918
center,norm,corr,camel,1,-0.11859709205419922,-0.18974732812096584,-0.33960629314429536,-1.1585426481313468,0.06272187171452037,-0.40775042539380646,-0.25537316802482235,-0.07561585530417192,-0.6112857013971124,-0.3338911403940725,-0.04930641065566865
center,norm,corr,camel_deriv,2,-0.32590109992761784,0.12269282807419295,0.23392230591313226,0.9295581955454814,-0.7113098380658093,0.2337908907420098,0.0485046247594481,-0.7150949138285466,1.2243794212396792,0.1357978361666535,-0.4076755743742808
center,norm,corr,camel_deriv,2,3.1812828351840325,2.3192364619046173,2.170661096960565,1.183154598849299,3.8628276845784426,2.2044890419534813,2.4999492631248295,3.9385029171767636,0.32364475156416805,2.36406573488571,3.3107149496235695
center,norm,corr,camel_deriv,2,0.2170425862786436,-0.21848710701279106,-0.482152243354356,-0.5889550163019418,0.24884865056155447,-0.29279387696996767,-0.28675748962749226,0.1809178813704262,-0.6167999647434511,-0.5065854938056092,-0.12130477012540397
center,norm,corr,camel_deriv,2,-0.4541620418003597,-0.16101701183871464,-0.19706604849239873,-1.7281326711396359,-0.12350056683644761,-0.5226681276761329,-0.22397137556663171,-0.33210749658078687,-0.6057078728936656,-0.16116628081570183,0.022703582453870164
center,norm,corr,camel_deriv,2,0.8239034832639801,-0.21885427695428436,-0.054205756733430324,-0.3221201495464848,-1.826439735782404,-0.28964292301214,0.11610614946552868,0.7418467821562563,0.6310159892015672,0.37230257677653567,0.36874140208916983
center,norm,corr,camel_deriv,2,-0.9182668335970238,0.001750424028441198,0.07880965966536917,-0.2663738674186761,0.4037040969471661,-1.1952748594923361,-0.29119722998801334,-0.2395360607275988,-0.8508978916946216,-0.3388969882280912,0.0975228116916234
"medium
annulus",norm,corr,linear,0,0.11772483152468918,0.4312027740932043,0.28159574484808053,0.25545615925844756,0.9822446592774232,0.12456737304069185,0.7710742147454511,0.42160474356839384,-0.13875263998476298,0.16142831340946873,0.49463273526467433
"medium
annulus",norm,corr,linear,0,0.21472283416240986,-0.41223305097462043,-0.113018992484373,-0.06073982130510696,-1.5143168213430585,0.20103775113040462,-1.091975932279114,-0.39303698992499964,0.7276777771813142,0.1273158703928508,-0.5390929733175607
"medium
annulus",norm,corr,camel,1,0.22503662137531244,0.4866274735907645,0.30395641820026,0.2302872486884759,0.8031890390582969,0.0491849258315297,0.7753385708626842,0.3710000580684184,-0.20565746511706015,0.1233823848759685,0.5089742760898309
"medium
annulus",norm,corr,camel,1,0.21472283416241003,-0.4122330509746205,-0.11301899248437292,-0.06073982130510709,-1.5143168213430585,0.20103775113040467,-1.091975932279114,-0.3930369899249996,0.7276777771813144,0.12731587039285078,-0.5390929733175611
"medium
annulus",norm,corr,camel,1,-0.4353073533900911,-0.2248287842771818,-0.09070546256386959,0.10209700036852637,0.7263342476694006,0.30578684441258586,-0.017298244469592217,0.20527652874670918,0.27139760130650703,0.15433227309170955,-0.05817606983188775
"medium
annulus",norm,corr,camel_deriv,2,0.19045120159540743,0.4623461417954008,0.3490540776618801,0.6904442348744166,0.7244471547472912,0.00882680003521852,0.9208836990481076,0.5517415795112367,-0.18502252511232667,0.09475544797442026,0.48164423761531355
"medium
annulus",norm,corr,camel_deriv,2,0.2839773043313214,-0.36365565747364414,-0.20322859221045478,-0.981025779975925,-1.356746260482311,0.2817761101715249,-1.3830676518057619,-0.7545011915934499,0.6864097238736869,0.1846168819596867,-0.4844158950999369
"medium
annulus",norm,corr,camel_deriv,2,-0.5186934804651376,-0.3831383822231576,-0.03147133840773127,1.4252285728552971,0.4550577327115247,0.27564601574513636,0.3570960656816296,0.8053988458745369,0.2936401521760519,0.021509495648095185,-0.18603818047186255
"medium
annulus",norm,corr,camel_deriv,2,-0.35203547418246395,-0.06653930887785933,-0.14992007769948085,-1.221072841666194,0.997492195654121,0.3358974720702367,-0.3916905558020599,-0.39487152738871667,0.2491525549775625,0.2870906555842405,0.06966281535629766
"medium
annulus",norm,corr,camel_deriv,2,-1.427483704027037,0.1721925960774791,0.5861888601403975,-0.1983078931254178,-1.212514367753119,-0.7817486363120911,0.3111105109718514,-0.584472656016099,0.1580580042452505,-0.5268237553466617,-0.051759875772372684
"medium
annulus",norm,corr,camel_deriv,2,1.236011649269859,0.6413156590818865,0.13136911867813306,0.6938817419206738,1.551673613899706,-0.07766329028671204,0.26451144014728517,0.015588672796159898,0.21623540978380643,0.9744353653708678,0.48970216037603415
"large
annulus",norm,corr,linear,0,-0.6625197188342594,0.2282584121371621,0.05494359785010517,-0.32034373472004535,-0.3776931111336384,-0.26115885694939206,0.009129788257507659,-0.1672487976727377,-0.04456035257728129,-0.3444903920503571,-0.4689226740831703
"large
annulus",norm,corr,linear,0,1.4807733532428176,-0.30078290870002583,0.045846719874088004,0.7964213850143892,0.9111201378415754,0.6780516294730826,0.13747433905928308,0.49023151091977385,0.2448546207288611,0.8447146996750127,1.093579263740639
"large
annulus",norm,corr,camel,1,-0.9931097575798478,0.17721262905770596,-0.026647330874270386,-0.3690651415615117,-0.7854870269721732,-0.25413821821046195,-0.15039104350165466,-0.3362962683066348,-0.15866585372850384,-0.2090189646372723,-0.5804638407338002
"large
annulus",norm,corr,camel,1,1.480773353242817,-0.3007829087000257,0.04584671987408809,0.7964213850143892,0.9111201378415756,0.6780516294730823,0.13747433905928302,0.4902315109197739,0.2448546207288611,0.8447146996750123,1.0935792637406387
"large
annulus",norm,corr,camel,1,1.3410294900848116,0.2070658290666249,0.3309713806198451,0.19763706015082796,1.65420491522277,-0.028479029869930006,0.6470919102209309,0.6857364614024601,0.4628658582857488,-0.5495361563650709,0.452463705211854
"large
annulus",norm,corr,camel_deriv,2,-1.0930425280880698,0.11459816534616199,-0.06467723691726382,-0.3576742464751889,-0.6761594921502448,-0.29544996276308666,-0.0260420404378831,-0.28620742307443503,-0.12476581830454421,-0.10962178854123603,-0.6262836965392597
"large
annulus",norm,corr,camel_deriv,2,1.680570291426831,-0.17559145935235349,0.12188802728776832,0.7735674912311254,0.6923781363528023,0.7606339695926243,-0.11121563356609614,0.39004093043380705,0.17703513552574962,0.6458704034869307,1.185204833000504
"large
annulus",norm,corr,camel_deriv,2,0.8933859185415522,-0.0763138882355265,0.19719535633771962,0.3738795516535369,1.8142448296686522,-0.0552210242120145,1.0090528410365214,0.7126716793143931,0.5715562084355595,-0.2000536478064016,0.23880691333609563
"large
annulus",norm,corr,camel_deriv,2,1.7887667800331883,0.49049674520897607,0.46477268415523754,0.02149306947018559,1.4942837584662032,-0.0016808218530424135,0.2851200048291659,0.6588188525632204,0.35420203010800005,-0.8989504363756546,0.6661398169689996
"large
annulus",norm,corr,camel_deriv,2,1.8000810119111474,1.0539033210299475,0.3902868203403883,0.4740483114098912,2.1765861162523072,0.1965512275714464,-0.08189694536274723,0.7881307148488288,0.2744079366976846,0.5471969284161673,0.5893946608468895
"large
annulus",norm,corr,camel_deriv,2,-0.3848047298518338,-0.1397108448025752,-0.1990561156061995,-1.8223313742143383,-0.5920480892863795,-1.1139753057432478,0.1739566938018554,0.3776050362931777,-0.3439068812618651,-1.043436007606365,0.13898437780675768
