subject,event_type,vox,magnitude,magnitude_ix,fwhm,fwhm_obj,time_to_peak,half_rise_time,half_max,rise_slope,onset_time,positive_area,undershoot,1st_deriv_magnitude,1st_deriv_time_to_peak,2nd_deriv_magnitude,2nd_deriv_time_to_peak
005,suppr_1,19,0.09523432682847571,1558,4.256004143902606,<linescanning.fitting.FWHM object at 0x7fae2359a2e0>,6.179500000000001,4.276169260330695,0.047617163414237856,0.04313984875037651,3.1873831487183075,0.3983661627664069,0.13476672285799535,-0.013634586679803773,1.47025,-0.016577975458094363,0.8770000000000002
005,suppr_2,0,-0.07845940997516328,1419,4.446208731459805,<linescanning.fitting.FWHM object at 0x7fae140ccb80>,5.449750000000001,3.3902573808224967,-0.03922970498758164,-0.029735858132977192,2.0705901883800197,-0.34781515414430936,0.11884024991849175,-0.03120861587381185,3.39175,-0.019910836168827828,2.1317500000000003
005,suppr_2,1,-0.07537307471692059,1471,4.385743774241551,<linescanning.fitting.FWHM object at 0x7fae2349c880>,5.7227500000000004,3.7113400414266615,-0.037686537358460295,-0.030120539747693686,2.4649326115089005,-0.3277239584502841,0.11251217266507912,0.002498591103428538,1.1132500000000003,0.004041581665738342,0.6985000000000001
005,suppr_2,2,-0.10044843192651846,1259,4.327537546605395,<linescanning.fitting.FWHM object at 0x7fae206d7520>,4.60975,2.624910159466513,-0.05022421596325923,-0.039943810335562005,1.368293041333372,-0.43338658909640637,0.15030748476775274,-0.04194539617843507,2.6095000000000006,-0.02891505313966425,1.423
005,suppr_2,3,-0.14011887183052263,1186,4.059233734883836,<linescanning.fitting.FWHM object at 0x7fae2359a670>,4.226500000000001,2.388047593887662,-0.07005943591526131,-0.06057900812191567,1.2328913659649776,-0.5671291779541449,0.2055146418658271,-0.0636243326607353,2.3680000000000003,-0.048248910120795685,1.28125
005,suppr_2,4,-0.16958069550082921,1278,4.373284340157966,<linescanning.fitting.FWHM object at 0x7fae3c16bca0>,4.7095,2.6957121794863483,-0.08479034775041461,-0.06620461361973537,1.415231714655827,-0.7395684189898639,0.25496943097082253,-0.06953413288385679,2.68825,-0.04668245807141114,1.4755000000000003
005,suppr_2,5,-0.20691081996089056,1344,4.462202832664396,<linescanning.fitting.FWHM object at 0x7fae235997c0>,5.056,2.983799136952408,-0.10345540998044528,-0.07736659440912864,1.6448258019109403,-0.9220268138341172,0.31444447155010535,-0.08130919210675813,2.998,-0.050592739338024995,1.7432500000000002
005,suppr_2,6,-0.25535828550050205,1293,4.403324050393321,<linescanning.fitting.FWHM object at 0x7fae2359ac10>,4.788250000000001,2.756090519709683,-0.12767914275025102,-0.09839124390811999,1.4581844278946758,-1.1216143977231596,0.3852340326184996,-0.10334789420384638,2.7512500000000006,-0.06795003336357297,1.528
005,suppr_2,7,-0.3082351190946907,1255,4.315741730927454,<linescanning.fitting.FWHM object at 0x7fae235b1970>,4.58875,2.609338175718025,-0.15411755954734535,-0.12310320680185181,1.3581457643841433,-1.326211790386118,0.460693721157378,-0.12928540064816652,2.59375,-0.08966140693401048,1.4125
005,suppr_2,8,-0.24459955938807515,1210,4.164601387654528,<linescanning.fitting.FWHM object at 0x7fae235991f0>,4.3525,2.4609227758105754,-0.12229977969403757,-0.10269199413360634,1.271338034936159,-1.0155379165135814,0.36097375021736183,-0.10784337608347094,2.4362500000000002,-0.0793758081494298,1.318
005,suppr_2,9,-0.14372931892917823,1118,3.6623998368276274,<linescanning.fitting.FWHM object at 0x7fae3c14c220>,3.8695000000000004,2.1985055901147996,-0.07186465946458911,-0.0680445689917045,1.142945482070307,-0.5247860642421894,0.21205565695557693,-0.07147827691308173,2.1842500000000005,-0.058609331951528176,1.1920000000000002
005,suppr_2,10,-0.04902827728634801,1194,4.092137107105024,<linescanning.fitting.FWHM object at 0x7fae235b1d90>,4.2685,2.4091195916764843,-0.024514138643174005,-0.021013703441026925,1.243891094211952,-0.2000387922955988,0.07203012476201973,-0.02206649526059623,2.3890000000000002,-0.016589807047635796,1.2917500000000004
005,suppr_2,11,-0.0953234864369658,1743,4.094399588088015,<linescanning.fitting.FWHM object at 0x7fae2358df10>,7.15075,5.423135569125327,-0.0476617432184829,-0.05303663582337371,4.548786054263169,-0.38248240459084576,0.10054022540837941,0.05242628431253982,1.7957500000000004,0.0522037601324965,1.0187500000000003
005,suppr_2,12,0.1517813565668899,962,2.4681721423004923,<linescanning.fitting.FWHM object at 0x7fae235b1b80>,3.0505000000000004,1.8113451765561208,0.07589067828344495,0.09165685168715039,0.9805681066694439,0.369832348236689,0.5761747152583443,0.09628266932461838,1.8430000000000004,0.09350207124757226,1.0397500000000002
005,suppr_2,13,0.10947329639904094,963,2.4817966388122175,<linescanning.fitting.FWHM object at 0x7fae235979a0>,3.0557500000000006,1.815842367120298,0.05473664819952047,0.06587549873494077,0.9821091242149801,0.2682353818519836,0.40731828750532734,0.06921995767030875,1.8482500000000002,0.06707737009701109,1.0397500000000002
005,suppr_2,14,0.06785119373982461,970,2.527460240197763,<linescanning.fitting.FWHM object at 0x7fae23597a30>,3.0925000000000002,1.8307959273760779,0.033925596869912304,0.040402982922712855,0.9884419404482231,0.16935382103975458,0.2363248099492775,0.042446327900526715,1.8587500000000001,0.04084262229032154,1.0450000000000004
005,suppr_2,15,0.04092681315005415,1084,3.420245708320896,<linescanning.fitting.FWHM object at 0x7fae2358dd60>,3.6910000000000007,2.1117965788752397,0.020463406575027075,0.020334877007406913,1.1053819252150763,0.13936369690463996,0.06333713779521254,0.021356375936558036,2.1055,0.01815602107571479,1.15525
005,suppr_2,16,0.062328334544730496,1515,4.3206463076202315,<linescanning.fitting.FWHM object at 0x7fae23599460>,5.95375,3.9957112679026188,0.031164167272365248,0.026494476265871397,2.8297684028402212,0.26565481194966484,0.09102074378890075,-0.005022213126077424,1.3285,-0.006783580084905039,0.8087500000000003
005,suppr_2,17,0.08953877676191252,1667,4.130278582068401,<linescanning.fitting.FWHM object at 0x7fae235c1bb0>,6.751750000000001,4.968080962338691,0.04476938838095626,0.04657863271578642,4.029230838982672,0.3621155106690648,0.11057172808891036,-0.03219996316759888,1.6960000000000002,-0.03391833631086616,0.97675
005,suppr_2,18,0.11907858260239644,1735,4.095938035768648,<linescanning.fitting.FWHM object at 0x7fae235c1550>,7.108750000000001,5.375940895958588,0.05953929130119822,0.06583757773482211,4.495901323176472,0.47788446289859854,0.12809858494675883,-0.06293678178061768,1.7852500000000004,-0.06298747279906047,1.0135
005,suppr_2,19,0.11222593734839192,1723,4.098951017476034,<linescanning.fitting.FWHM object at 0x7fae23597310>,7.04575,5.31052851401919,0.05611296867419596,0.06150127435728293,4.421952177017278,0.45061064287659547,0.12389854658061288,-0.0560494648065184,1.77475,-0.056504076309479956,1.0082500000000003
006,act,0,1.4387358689198253,1313,4.433537093585242,<linescanning.fitting.FWHM object at 0x7fae140f0190>,4.89325,2.839216212156873,0.7193679344599127,0.5464787964317263,1.5220715926948705,6.3655151907268746,2.178334946426667,0.5740184013341718,2.8405000000000005,0.3680340144840244,1.6015000000000001
006,act,1,1.7423147483477663,1394,4.463238282184288,<linescanning.fitting.FWHM object at 0x7fae3c143670>,5.3185,3.2442474552995844,0.8711573741738832,0.6514134711786812,1.9052589735217276,7.765021682394083,2.647629896985261,0.6845243812672237,3.25525,0.4257632398252085,2.0005000000000006
006,act,2,1.3963957678393881,1296,4.407703367543736,<linescanning.fitting.FWHM object at 0x7fae206d3310>,4.804,2.766334895675298,0.6981978839196941,0.5370682584213559,1.4660199614843574,6.139816981236443,2.1076745196544913,0.5640219980281671,2.76175,0.36959690838314785,1.5385000000000004
006,act,3,1.1983956652062555,1161,3.9308227871072146,<linescanning.fitting.FWHM object at 0x7fae206d3eb0>,4.09525,2.3161981302615495,0.5991978326031278,0.534895223782321,1.1971246961925628,4.69783069263001,1.7509099893453552,0.5619106389378459,2.2945,0.438898095498395,1.2445000000000004
006,act,4,1.1441134435805502,1084,3.4188633544944915,<linescanning.fitting.FWHM object at 0x7fae3c14c430>,3.6910000000000007,2.111330895269698,0.5720567217902751,0.5686044670904138,1.1051767733355988,3.8943199879678616,1.7713859921421282,0.5971810319962927,2.1055,0.5077893554693951,1.15525
006,act,5,1.0653383564276968,1123,3.6947895212920963,<linescanning.fitting.FWHM object at 0x7fae235966d0>,3.8957500000000005,2.211172408780955,0.5326691782138484,0.5011113611266658,1.1488658826835607,3.924585422186405,1.567247394539439,0.5262681061119991,2.2,0.4292615792351775,1.1972500000000004
006,act,6,1.0108166215563401,1179,4.022730264102206,<linescanning.fitting.FWHM object at 0x7fae23599ee0>,4.18975,2.3661033522601005,0.5054083107781701,0.4410822910440204,1.2216122552382238,4.054708752956785,1.4802966812889151,0.46335962183094637,2.34175,0.3545664786963272,1.27075
006,act,7,0.9696551126762667,1295,4.407021161440027,<linescanning.fitting.FWHM object at 0x7fae2359a6a0>,4.79875,2.764713198134782,0.48482755633813335,0.37304928824795713,1.464844616725766,4.2627881616282846,1.4634506911118867,0.3917776841765388,2.76175,0.2568623826142442,1.5332500000000002
006,act,8,1.074590829111999,1473,4.383419700483776,<linescanning.fitting.FWHM object at 0x7fae235960a0>,5.733250000000001,3.7219705641446414,0.5372954145559995,0.43035421224135056,2.4785063120693707,4.668925754981606,1.6030208904691252,-0.03717827478101521,1.1185,-0.05959645044396056,0.7037500000000003
006,act,9,1.3261045220818135,1569,4.239200840707389,<linescanning.fitting.FWHM object at 0x7fae235b1d30>,6.237250000000001,4.352505614017143,0.6630522610409068,0.6110279034720377,3.28352383275399,5.52096732474136,1.856899272252851,-0.2158000882556408,1.5017500000000004,-0.2567081360146357,0.8927500000000004
006,act,10,1.2409298660688375,1628,4.165583998559044,<linescanning.fitting.FWHM object at 0x7fae235b1a00>,6.547000000000001,4.730244874599749,0.6204649330344187,0.6178392687991275,3.746430145422109,5.064215401465357,1.624367817592466,-0.34156605500963977,1.633,-0.37386416989685856,0.9505000000000003
006,act,11,0.812644232992167,1719,4.100357711943014,<linescanning.fitting.FWHM object at 0x7fae23597d00>,7.024750000000001,5.285687535045627,0.4063221164960835,0.44400656324001003,4.394583971175998,3.263815626323389,0.9056688440700426,-0.39704145796638457,1.7695000000000003,-0.40140399928034753,1.0082500000000003
006,act,12,-0.7946192282984649,1002,2.7785986611350326,<linescanning.fitting.FWHM object at 0x7fae23597280>,3.2605000000000004,1.910393153275005,-0.39730961414923244,-0.4479971898226996,1.0215899290419121,-2.184584443349944,1.9949970188289154,-0.47041425415229554,1.927,-0.4363702557098179,1.0765000000000002
006,act,13,-0.6345150718630528,1007,2.8225666903444173,<linescanning.fitting.FWHM object at 0x7fae235c1340>,3.2867500000000005,1.924002714889198,-0.3172575359315264,-0.3545093110123852,1.0273191001375421,-1.772753846342546,1.5146748726614654,-0.3722167101543441,1.9427500000000002,-0.3431744408717634,1.08175
006,act,14,0.34948153440132335,1726,4.098146714504312,<linescanning.fitting.FWHM object at 0x7fae2359a280>,7.0615000000000006,5.325965441552647,0.17474076720066167,0.19189818497970218,4.4393547953199395,1.4030372729920069,0.38353209292532997,-0.17691852129237873,1.77475,-0.17804336322392267,1.0135
006,act,15,0.4739522150256794,1479,4.374597751641336,<linescanning.fitting.FWHM object at 0x7fae235c1790>,5.76475,3.7617941280952563,0.2369761075128397,0.19134092550521142,2.529110645918464,2.053563893753411,0.7051961520966981,-0.019082357502950842,1.15525,-0.02962961824978405,0.7247500000000002
006,act,16,0.903406989166595,1540,4.281566676722735,<linescanning.fitting.FWHM object at 0x7fae235b1580>,6.085000000000001,4.163547373493487,0.4517034945832975,0.39897735470833384,3.0446164846976305,3.8066486454336297,1.2963645958807646,-0.10503213705439496,1.4177500000000003,-0.13249518913628844,0.8507500000000001
006,act,17,1.4210244471908746,1583,4.220726418861408,<linescanning.fitting.FWHM object at 0x7fae13f60340>,6.3107500000000005,4.439400059244492,0.7105122235954373,0.6670352199496191,3.3915500278895223,5.8859125980421245,1.9637978245179804,-0.26473461035789825,1.5385000000000004,-0.3079328785892592,0.9085000000000001
006,act,18,1.9469611372354847,1601,4.197289884954192,<linescanning.fitting.FWHM object at 0x7fae13f60550>,6.4052500000000006,4.5558402958619935,0.9734805686177423,0.9365579160501187,3.5351748512965466,8.012946408256036,2.638073720986727,-0.4284139800682958,1.5805000000000002,-0.48522729203847703,0.9242500000000002
006,act,19,1.4958737041588437,1586,4.216143634201134,<linescanning.fitting.FWHM object at 0x7fae13f60070>,6.326500000000001,4.4615580403663175,0.7479368520794218,0.7053588269390219,3.4188397099546655,6.188139488791835,2.059884781521689,-0.2879981703279597,1.5437500000000002,-0.33321097609367634,0.9085000000000001
006,suppr_1,0,0.583118936344345,1226,4.22577261126534,<linescanning.fitting.FWHM object at 0x7fae140e14c0>,4.4365000000000006,2.5124280892551725,0.2915594681721725,0.2402833129899217,1.3002284001518905,2.456427166967946,0.8645382670824433,0.25229008313329615,2.4887500000000005,0.1818443124028164,1.3495000000000004
006,suppr_1,1,0.34612443821704775,1284,4.38670755677072,<linescanning.fitting.FWHM object at 0x7fae23596c40>,4.7410000000000005,2.7208448414875703,0.17306221910852387,0.1343862582109308,1.4330869093315435,1.5142975382544128,0.5211786009348656,0.1411151766668759,2.7145,0.09389857173060534,1.4965000000000002
006,suppr_1,2,0.6233887445148765,1221,4.207207947653895,<linescanning.fitting.FWHM object at 0x7fae3c15cbe0>,4.4102500000000004,2.495865547652422,0.31169437225743823,0.25833343928614794,1.2904913589193987,2.6145635505466824,0.9228775832892878,0.2713067807112317,2.473,0.19686775107318866,1.3390000000000004
006,suppr_1,3,0.90748381942312,1199,4.1175367606929285,<linescanning.fitting.FWHM object at 0x7fae23599b80>,4.2947500000000005,2.426352867223166,0.45374190971156,0.38608166401069866,1.2525000854691815,3.7254116084970006,1.3351638749305021,0.40557536380043757,2.40475,0.3027664933268035,1.3022500000000004
006,suppr_1,4,1.0965657534289375,1221,4.204931020748733,<linescanning.fitting.FWHM object at 0x7fae235972e0>,4.4102500000000004,2.4938957432964144,0.5482828767144687,0.45470405765504196,1.2893475476750735,4.596640484366685,1.62309097489361,0.4775792671154022,2.473,0.3468224087673555,1.3390000000000004
006,suppr_1,5,1.067319913339303,1395,4.462685513422903,<linescanning.fitting.FWHM object at 0x7fae235968b0>,5.32375,3.2507772230603926,0.5336599566696515,0.39918489049927125,1.9122389098986519,4.755959114346904,1.6217432245873085,0.4194908212267876,3.2657500000000006,0.2611292823529219,2.011
006,suppr_1,6,1.2311118125514362,1523,4.308005959442417,<linescanning.fitting.FWHM object at 0x7fae235976a0>,5.99575,4.049716228580259,0.6155559062757181,0.5297911077708726,2.8991182780378812,5.2276109623539115,1.7884499440504704,-0.11261110846611189,1.3600000000000003,-0.1484794245852017,0.8245
006,suppr_1,7,1.1916735104341578,1572,4.235661403409093,<linescanning.fitting.FWHM object at 0x7fae23597ee0>,6.253,4.36887705623036,0.5958367552170789,0.5509006688575085,3.303704857873158,4.956400672911523,1.6646886395738032,-0.19908787365226566,1.5122500000000003,-0.2357891577052662,0.8927500000000004
006,suppr_1,8,0.6457996909192453,1562,4.249851078594391,<linescanning.fitting.FWHM object at 0x7fae235971c0>,6.2005,4.303863137493082,0.32289984545962264,0.29430889144572975,3.2222060339046106,2.6966976145654056,0.9104825858303223,-0.09696141071725961,1.48075,-0.116932445791325,0.88225
006,suppr_1,9,0.1068482313926048,1426,4.440319052134275,<linescanning.fitting.FWHM object at 0x7fae235b1b20>,5.4865,3.428825513854906,0.0534241156963024,0.040685696760194665,2.115789200949637,0.47277046775369674,0.1616437162847853,0.04269305941086454,3.4232500000000003,-0.0014521242910035884,0.4990000000000001
006,suppr_1,10,0.19879226437996178,965,2.493382007995957,<linescanning.fitting.FWHM object at 0x7fae235b1370>,3.06625,1.8196567762077265,0.09939613218998089,0.11934212333153883,0.9840577442704014,0.48939006161081067,0.727226734480436,0.12535320893328716,1.8482500000000002,0.12125256086013714,1.0450000000000004
006,suppr_1,11,0.46450179451484724,1021,2.9314964451556342,<linescanning.fitting.FWHM object at 0x7fae235c1fa0>,3.3602500000000006,1.9575331784134162,0.23225089725742362,0.25382269482820385,1.0410595325200391,1.3492897042622625,0.9883408985850833,0.2665166042916418,1.9690000000000003,0.242086293173994,1.0975000000000001
006,suppr_1,12,0.7392326215347569,1043,3.104014950366557,<linescanning.fitting.FWHM object at 0x7fae13f60c70>,3.4757500000000006,2.0106229353121567,0.36961631076737844,0.3905603478718947,1.0633096805922961,2.2777914643341153,1.353091400163625,0.40998304129512064,2.0162500000000003,0.3638735127680093,1.1132500000000003
006,suppr_1,13,0.7128061544581896,1035,3.041416610348032,<linescanning.fitting.FWHM object at 0x7fae13f60fa0>,3.4337500000000007,1.9913047850936763,0.3564030772290948,0.3810894563086976,1.0549190345807038,2.150664191916361,1.3714933569521714,0.40018146627386386,2.0005000000000006,0.3581645243533025,1.108
006,suppr_1,14,0.5224741564193182,1008,2.8286683067874576,<linescanning.fitting.FWHM object at 0x7fae235c1f70>,3.2920000000000007,1.9258891718461393,0.2612370782096591,0.29145570662981996,1.027834339784339,1.4629615052301168,1.238729193685524,0.30610624785407126,1.9427500000000002,0.2819829781697063,1.08175
006,suppr_1,15,0.3417347521926163,968,2.5135698917215104,<linescanning.fitting.FWHM object at 0x7fae23599c10>,3.0820000000000007,1.8262684509042117,0.17086737609630814,0.20407006530594624,0.9862202207903424,0.8481907685914318,1.2141546326718349,0.21447245896495915,1.8535000000000004,0.206811873066588,1.0450000000000004
006,suppr_1,16,0.2682126055254106,1223,4.2138634530857715,<linescanning.fitting.FWHM object at 0x7fae23599e20>,4.42075,2.501701725604106,0.1341063027627053,0.11089917851389489,1.293677394854468,1.1266863310623756,0.3972744064395249,0.11648516839937173,2.47825,0.08432502909695394,1.3442500000000002
006,suppr_1,17,0.7165688820289963,1524,4.306427785017824,<linescanning.fitting.FWHM object at 0x7fae11b727c0>,6.001000000000001,4.056468300973627,0.35828444101449813,0.3088837084235723,2.9079399591657005,3.0413204306838724,1.0402588852913623,-0.0665499433634209,1.3600000000000003,-0.08749749147256924,0.8245
006,suppr_1,18,1.2480295835263682,1567,4.242624043288205,<linescanning.fitting.FWHM object at 0x7fae235c1910>,6.226750000000001,4.336762856057411,0.6240147917631841,0.5728285116505667,3.263487654801218,5.200892962365934,1.7515070676181337,-0.1979509727950166,1.4965000000000002,-0.23650044985796725,0.8875000000000002
006,suppr_1,19,0.7915307005520051,1534,4.291073302085124,<linescanning.fitting.FWHM object at 0x7fae11b72eb0>,6.0535,4.12239800591192,0.39576535027600257,0.34635867357279965,2.9922894017054533,3.3444284540484652,1.1411084452648839,-0.08470816690069505,1.3967500000000004,-0.10847886831961429,0.8402500000000002
006,suppr_2,0,1.2355932190504875,1557,4.257559372402814,<linescanning.fitting.FWHM object at 0x7fae235bce20>,6.174250000000001,4.269213280878566,0.6177966095252437,0.5588287740945838,3.178646296743775,5.170765035768582,1.7500946337971728,-0.17476026931514888,1.47025,-0.2129330521255799,0.87175
006,suppr_2,1,1.5265149115505567,1530,4.298204152706138,<linescanning.fitting.FWHM object at 0x7fae3c159700>,6.032500000000001,4.09172350987215,0.7632574557752784,0.6632385413269491,2.9529405714405814,6.463362162286931,2.2080005168178354,-0.15316276219357228,1.3810000000000002,-0.1984878211804615,0.835
006,suppr_2,2,1.1879245200376518,1562,4.249494818553161,<linescanning.fitting.FWHM object at 0x7fae3c14ca90>,6.2005,4.305478399232082,0.5939622600188259,0.5417509170156206,3.224605088028714,4.959976394321089,1.6744285404201031,-0.178845698975449,1.4860000000000002,-0.21558138971823304,0.88225
006,suppr_2,3,0.8643536447159139,1614,4.181739606494445,<linescanning.fitting.FWHM object at 0x7fae3d723430>,6.473500000000001,4.638348046462158,0.43217682235795696,0.42296969609011653,3.6362413933933087,3.5425225168520416,1.1531073302547266,-0.21216470978684931,1.6067500000000003,-0.23626604432636888,0.9347500000000002
006,suppr_2,4,0.6251573411223774,1677,4.122537931981623,<linescanning.fitting.FWHM object at 0x7fae2359a370>,6.80425,5.032254576338086,0.3125786705611887,0.32871518493714325,4.103938648928778,2.5234757757042137,0.7580476050022004,-0.24017616897181782,1.7117500000000003,-0.2507000681940603,0.9820000000000002
006,suppr_2,5,0.6019771840968077,1666,4.130316699950404,<linescanning.fitting.FWHM object at 0x7fae13f60100>,6.746500000000001,4.967783855973776,0.30098859204840384,0.31309753740383595,4.028759112199004,2.4345583569283322,0.7434444658911484,-0.21641595821402682,1.6960000000000002,-0.22797494631886117,0.97675
006,suppr_2,6,0.5793804767967077,1655,4.139977290399479,<linescanning.fitting.FWHM object at 0x7fae13f60ac0>,6.688750000000001,4.895530129986428,0.28969023839835384,0.2975920307594569,3.9437010691469796,2.3488519496253137,0.7294035542493275,-0.19279932361269125,1.68025,-0.20530530262933766,0.96625
006,suppr_2,7,0.39951504427275497,1664,4.132171791674047,<linescanning.fitting.FWHM object at 0x7fae3d7230a0>,6.736000000000001,4.953304572225873,0.19975752213637749,0.20738075791017377,4.012157987357433,1.616490240494692,0.49535945941941373,-0.14145618000551963,1.6960000000000002,-0.14932762941104816,0.97675
006,suppr_2,8,-0.12668038081690258,1223,4.214771687950197,<linescanning.fitting.FWHM object at 0x7fae235c16d0>,4.42075,2.502504682731267,-0.06334019040845129,-0.05236596317691763,1.2941472372378864,-0.5322641245138738,0.18765182749609632,-0.055001676382787856,2.4835000000000003,-0.0398034905525213,1.3442500000000002
006,suppr_2,9,-0.5507585076182371,1547,4.272103249837044,<linescanning.fitting.FWHM object at 0x7fae13f606a0>,6.1217500000000005,4.204842758093968,-0.27537925380911854,-0.2455450178825873,3.097276118542917,-2.3144032342568237,0.7864613900141358,0.06931623577227786,1.4387500000000002,0.08620752682789012,0.8612500000000001
006,suppr_2,10,-0.6248602689380417,1569,4.2403550322381784,<linescanning.fitting.FWHM object at 0x7fae235c1820>,6.237250000000001,4.347187241365256,-0.31243013446902085,-0.28757968820058116,3.27682496482158,-2.60231955482619,0.875639627581408,0.10081203659395932,1.5017500000000004,0.12009669356005759,0.8875000000000002
006,suppr_2,11,-0.30857492020896204,1593,4.207907755083515,<linescanning.fitting.FWHM object at 0x7fae2358d790>,6.363250000000001,4.502085146370784,-0.15428746010448102,-0.1467539270034169,3.468917388484942,-1.2736443335419922,0.42206532065401453,0.06299767666108025,1.5595000000000003,0.072202011174189,0.9137500000000003
006,suppr_2,12,0.05838894680122471,1070,3.3136471231930917,<linescanning.fitting.FWHM object at 0x7fae13f60fd0>,3.6175000000000006,2.076709473912403,0.029194473400612354,0.02961730557327259,1.0906523681571911,0.19245936773515152,0.0941643310693083,0.03110130468300909,2.074,0.026834584431962627,1.1395000000000004
006,suppr_2,13,0.19353054935446246,1693,4.1126651324052395,<linescanning.fitting.FWHM object at 0x7fae23597d60>,6.888250000000001,5.126667900815694,0.09676527467723123,0.10338462758157105,4.213705724567718,0.7793617885461356,0.22795459536100557,-0.0816134041110006,1.7327500000000002,-0.08412408143854666,0.9925000000000002
006,suppr_2,14,-0.37662796440866875,963,2.4769818917527706,<linescanning.fitting.FWHM object at 0x7fae3d7235b0>,3.0557500000000006,1.8142570832158869,-0.18831398220433437,-0.22689337238640217,0.9814979559291303,-0.921010667838818,1.4112544452081428,-0.23841382424817326,1.8430000000000004,-0.23120820572162515,1.0397500000000002
006,suppr_2,15,-0.6408459488730917,976,2.5749376602682434,<linescanning.fitting.FWHM object at 0x7fae2358d040>,3.1240000000000006,1.846161224604257,-0.3204229744365458,-0.3775401713378625,0.994918105505516,-1.6300480017643593,2.088152280319021,-0.3965616309413278,1.8745000000000003,-0.37884288161691515,1.0502500000000001
006,suppr_2,16,-0.5752870243319783,965,2.4929958336979032,<linescanning.fitting.FWHM object at 0x7fae2358ddf0>,3.06625,1.8195298715366255,-0.28764351216598916,-0.34539671740827765,0.9840087146672195,-1.4160310677551997,2.1057146359026064,-0.36279403410702926,1.8482500000000002,-0.3509468934746458,1.0450000000000004
006,suppr_2,17,0.4924520316781095,1748,4.093708780438707,<linescanning.fitting.FWHM object at 0x7fae11b7a370>,7.177000000000001,5.452873912054708,0.24622601583905476,0.2751749149506667,4.582457290690312,1.9758821423414212,0.5127477760493613,-0.2775907598948102,1.8010000000000002,-0.27555044595979084,1.024
006,suppr_2,18,0.4725829156047965,1688,4.11523324723142,<linescanning.fitting.FWHM object at 0x7fae11b7a0a0>,6.862,5.100326427284506,0.23629145780239824,0.2510572840183525,4.18199141637413,1.9042707501304994,0.5613226545730048,-0.1942669127002148,1.7275,-0.20092809084375496,0.9925000000000002
006,suppr_2,19,0.48882448884336765,1740,4.094821489528008,<linescanning.fitting.FWHM object at 0x7fae23599610>,7.135,5.408366899197136,0.24441224442168383,0.2716007783229273,4.5326428388223885,1.9614636469864712,0.5188184669007087,-0.26554201962156654,1.7905000000000002,-0.26483259617259947,1.0187500000000003
008,act,0,2.9558237137888397,1456,4.4056700993762075,<linescanning.fitting.FWHM object at 0x7fae3c159310>,5.644,3.617191219399072,1.4779118568944198,1.1600856679692366,2.346305328073584,12.933537875252673,4.435897164998128,-0.06372403062325649,1.0135,-0.11305518155638117,0.6460000000000004
008,act,1,2.561684693327101,1437,4.429049814247741,<linescanning.fitting.FWHM object at 0x7fae2359a7f0>,5.544250000000001,3.495522538760425,1.2808423466635506,0.9847890802828857,2.19593529316897,11.293544494485161,3.8659396490662026,1.032726011258731,3.4757500000000006,-0.05436573871696959,0.5620000000000003
008,act,2,1.0116899049270367,1064,3.2732503892523566,<linescanning.fitting.FWHM object at 0x7fae140e1e80>,3.5860000000000003,2.063730420146369,0.5058449524635183,0.517199637698638,1.0851588398276637,3.292811108323767,1.663798772157325,0.5430836608656193,2.0635000000000003,0.4711647385081754,1.1342500000000002
008,act,3,0.9220231555773903,1228,4.230680241764878,<linescanning.fitting.FWHM object at 0x7fae23599df0>,4.447,2.5169651676749085,0.46101157778869517,0.3791342626464007,1.3022239598361038,3.8885855924132047,1.3675497730844601,0.398288103022594,2.4940000000000007,0.2865481811456476,1.3547500000000001
008,act,4,1.9331462885620132,1503,4.338004152424778,<linescanning.fitting.FWHM object at 0x7fae23597970>,5.890750000000001,3.921469900818275,0.9665731442810066,0.8079076201408604,2.7340361059981917,8.282441473974,2.841803698279995,-0.12863449930274662,1.2760000000000002,-0.18034745026829047,0.7825000000000002
008,act,5,1.7088141536187667,1455,4.4068894634821465,<linescanning.fitting.FWHM object at 0x7fae235972b0>,5.638750000000001,3.6112092379230236,0.8544070768093833,0.6698281449045304,2.338586608970751,7.480023463169727,2.5652630434180734,-0.03571474540837216,1.0082500000000003,-0.06379018023458194,0.6460000000000004
008,act,6,1.5144977701654967,1342,4.460920910292896,<linescanning.fitting.FWHM object at 0x7fae2358d580>,5.0455000000000005,2.9729815251000673,0.7572488850827483,0.5666819506608856,1.634986397086306,6.746606661830745,2.301194292494302,0.5955827364833652,2.9875000000000007,0.37115619998436955,1.7327500000000002
008,act,7,2.0783912998772176,1129,3.7371083315070073,<linescanning.fitting.FWHM object at 0x7fae11b7a640>,3.927250000000001,2.2282376210070347,1.0391956499386088,0.9690527684893127,1.1565754707276565,7.7450698769966255,3.048659289964247,1.0176235125986324,2.21575,0.8242037455655762,1.2025000000000001
008,act,8,2.3346126519670305,1096,3.513351557463212,<linescanning.fitting.FWHM object at 0x7fae206d3760>,3.7540000000000004,2.143744183694406,1.1673063259835152,1.1391967666483291,1.1191942343029737,8.171422387871372,3.524235548889721,1.1963031074334367,2.1370000000000005,1.0035056633375703,1.1710000000000003
008,act,9,1.433579995703326,1251,4.30387500356213,<linescanning.fitting.FWHM object at 0x7fae11b7a400>,4.56775,2.5945113491928606,0.716789997851663,0.5749877483869662,1.3487674060567398,6.150988816887224,2.1401987142858125,0.6039281327803394,2.5780000000000003,0.421264917598986,1.4020000000000001
